VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range
7PDSGABA1R,King,Kirkland,WA,98034,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3C3CFFGE8J,King,Bothell,WA,98011,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84
KM8S6DA23P,Clark,Vancouver,WA,98661,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30
WBA7W4C08L,King,Bellevue,WA,98007,2020,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16
WP0AB2Y17R,King,Clyde Hill,WA,98004,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1E60P,King,Issaquah,WA,98029,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
ZACPDFDW7R,Thurston,Tumwater,WA,98501,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
WA1F2AFY8P,Pierce,Buckley,WA,98321,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23
1V2FMPE88P,Pierce,Puyallup,WA,98372,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7SAXCDE51N,Snohomish,Mill Creek,WA,98012,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1E15F,King,Federal Way,WA,98003,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
ZACPDFCW5R,King,Tukwila,WA,98188,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
KNDC34LA8R,Clark,Vancouver,WA,98682,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5LMYJ8XY9M,Thurston,Yelm,WA,98597,2021,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21
1C4RJYD66R,Kitsap,Bremerton,WA,98380,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25
WAUTPBF21M,Island,Camano Island,WA,98282,2021,AUDI,A7 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24
WBA5P9C06M,King,Bellevue,WA,98008,2021,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20
3GNKDBRJ5R,Cowlitz,Longview,WA,98632,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
2C4RC1N71L,King,Sammamish,WA,98074,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
1G1FY6S01N,Snohomish,Snohomish,WA,98290,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0DZ4N,Kitsap,Bainbridge Island,WA,98110,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
1G1RD6S50G,King,Seattle,WA,98144,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53
1G6RM1E43E,Benton,Prosser,WA,99350,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37
KNDCC3LD6K,King,Seattle,WA,98108,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
YV4BC0PL3H,King,Seattle,WA,98112,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14
5YJXCDE24K,King,Renton,WA,98056,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289
KM8KMDDF8R,King,Duvall,WA,98019,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8JFDA22P,King,Issaquah,WA,98027,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
5YJSA1E11H,Kitsap,Olalla,WA,98359,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210
1GYKPMRK0R,Clark,Brush Prairie,WA,98606,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHE14L26H,King,Kent,WA,98031,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27
WBY73AW03N,King,Seattle,WA,98177,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK1SS5P,Thurston,Olympia,WA,98501,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC34LB4N,Kitsap,Port Orchard,WA,98367,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC34LA0P,Thurston,Olympia,WA,98506,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1E4XG,King,Redmond,WA,98052,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210
3FMTK3RM1N,Thurston,Olympia,WA,98502,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNAGV4LD2H,King,Redmond,WA,98052,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29
YV4H60CZ4N,King,Seattle,WA,98109,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
3FMTK1S50P,King,Kent,WA,98032,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP1BE2AY8P,King,Bellevue,WA,98008,2023,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14
KNDCR3L17R,King,Renton,WA,98057,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1FADP3R42D,King,Des Moines,WA,98198,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76
WBY8P8C0XL,King,Bellevue,WA,98006,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
WBY53EJ05P,King,Seattle,WA,98199,2023,BMW,I7,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JTMCB3FVXM,Clark,Vancouver,WA,98665,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42
WP1BE2AY7M,King,Sammamish,WA,98075,2021,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16
1GYKPRRK4R,King,Bellevue,WA,98005,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVGKMPE25M,Clark,Brush Prairie,WA,98606,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1E40G,Kitsap,Bainbridge Island,WA,98110,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210
7PDSGCBA0R,King,Seattle,WA,98109,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1E16F,King,Redmond,WA,98052,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
WA1EAAGE8R,King,Seattle,WA,98126,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK1RM1M,King,Shoreline,WA,98155,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
VCF1EBU23P,Snohomish,Arlington,WA,98223,2023,FISKER,OCEAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1C4RJYB60R,Thurston,Yelm,WA,98597,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25
KM8K53AG9P,King,Seattle,WA,98107,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BC0PK8G,King,Seattle,WA,98122,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13
5YJXCAE23H,Clark,Camas,WA,98607,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200
WP0AC2Y13N,King,Seattle,WA,98116,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FA6P0PU9E,Kitsap,Bainbridge Island,WA,98110,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
1G1RA6E4XD,King,Seattle,WA,98144,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
JTMEB3FV3M,King,Seattle,WA,98103,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42
SALWR2RY7L,King,Seattle,WA,98125,2020,LAND ROVER,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
KNDJP3AE0H,King,Federal Way,WA,98003,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93
YV4ED3UL7P,King,Seattle,WA,98101,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDC34LB8R,King,Bothell,WA,98011,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
SALK19F49R,Thurston,Olympia,WA,98513,2024,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,59
KNDCC3LD7M,King,Redmond,WA,98052,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
KNDCC3LD1K,Pierce,Puyallup,WA,98371,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
7JRH60FF2P,King,Mercer Island,WA,98040,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41
JA4J24A55K,Thurston,Olympia,WA,98506,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22
WA14AAGE4R,King,Shoreline,WA,98155,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK1RM5N,King,Covington,WA,98042,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK3R76P,King,Kirkland,WA,98033,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KM8K33AGXP,King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1RA6E40F,Snohomish,Lake Stevens,WA,98258,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
WBY1Z4C53G,Clark,Vancouver,WA,98665,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72
KNDCS3LF4R,King,Renton,WA,98055,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
JA4T5UA97P,King,Tukwila,WA,98188,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
JTMEB3FV0N,King,Seattle,WA,98125,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42
1C4RJYD60P,King,Bellevue,WA,98006,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25
WA1BCBFZ6P,Clark,Vancouver,WA,98685,2023,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7JRH60FL0P,Pierce,Bonney Lake,WA,98391,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41
WMZYU7C50K,King,Seattle,WA,98199,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12
5YJSA1CP2D,King,Seattle,WA,98144,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
3FA6P0SU9H,Kitsap,Poulsbo,WA,98370,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21
YV4BR0DK0M,King,Kent,WA,98030,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
WBY2Z2C50E,Clark,Vancouver,WA,98682,2014,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14
YV4BR0CLXL,King,Black Diamond,WA,98010,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
5YJSA1E58N,Snohomish,Lake Stevens,WA,98258,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
7G2CEHEEXR,King,Sammamish,WA,98074,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WAUCJBFW0P,King,Mercer Island,WA,98040,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1GT10DDB4R,King,Tukwila,WA,98168,2024,GMC,HUMMER EV PICKUP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDJP3AE3H,Clark,Vancouver,WA,98683,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93
JM3KKBHA9R,Kitsap,Poulsbo,WA,98370,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
KM8JFDA22N,King,Seattle,WA,98125,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33
3MW39FS01P,King,Duvall,WA,98019,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20
W1KCG5FB6R,King,Seattle,WA,98109,2024,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCM3LD2J,King,Shoreline,WA,98133,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
KM8KMDAF9P,King,Seattle,WA,98103,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1N4AZ1BP8L,King,Shoreline,WA,98177,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149
1FTBW9CK5P,Snohomish,Arlington,WA,98223,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0CM8N,Snohomish,Snohomish,WA,98290,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18
1G1RB6E43C,King,Kent,WA,98031,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
WBY8P8C54K,King,Shoreline,WA,98177,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
5YJSA1DN5D,King,Seattle,WA,98101,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208
5UXTS1C05M,King,Seattle,WA,98106,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
1G1RB6S59J,King,Sammamish,WA,98075,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53
5YJXCBE48H,Island,Freeland,WA,98249,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200
3FA6P0SU9L,King,Renton,WA,98058,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
5YJSA1E59R,King,Seattle,WA,98112,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WAUEJBFW3P,King,Bellevue,WA,98004,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY8P4C5XK,King,Seattle,WA,98107,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126
WA1L2BFZ6R,King,Bellevue,WA,98006,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDCM3LD4N,King,Seattle,WA,98119,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
KNDRMDLH6R,King,Seattle,WA,98103,2024,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
WBY1Z4C59E,Island,Oak Harbor,WA,98277,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72
WBY2Z6C51K,King,Shoreline,WA,98177,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17
5YJSA1E58M,King,Sammamish,WA,98029,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3MW39FS07P,Clark,Camas,WA,98607,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20
1FTVW3LKXR,King,Tukwila,WA,98188,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1RE6E43D,Jefferson,Port Townsend,WA,98368,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
50EA1TEA1P,King,Normandy Park,WA,98166,2023,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1FADP3R41D,King,Seattle,WA,98125,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76
KMHC75LD2K,King,Redmond,WA,98052,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29
1GYKPPRL3R,King,Bellevue,WA,98005,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
4JGDM4EBXP,King,Bellevue,WA,98005,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY43AW01P,King,Bellevue,WA,98008,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA11AAGE2N,King,Redmond,WA,98052,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY33FK02R,Snohomish,Stanwood,WA,98292,2024,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
W1KCG5FB2P,King,Bellevue,WA,98006,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJSA1E28J,Clark,Vancouver,WA,98685,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249
1FTBW1XKXN,King,Tukwila,WA,98168,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMUKEDTB9P,King,Bellevue,WA,98008,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WBY43FK05R,King,Seattle,WA,98144,2024,BMW,I5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
LPSED3KA4M,King,Issaquah,WA,98027,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233
JM3KKBHA0R,King,Redmond,WA,98052,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
3FA6P0SU6E,Clark,Ridgefield,WA,98642,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
3FMTK1RM7N,King,Bothell,WA,98011,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KNDJP3AE3J,King,Kirkland,WA,98034,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111
WDC0G5EB3K,King,Seattle,WA,98112,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10
1GYKPVRL7R,King,Seattle,WA,98107,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP0CE2A70J,Kitsap,Bainbridge Island,WA,98110,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16
1N4AZ1BV7R,Pierce,Lakebay,WA,98349,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4ED3GLXP,King,Bothell,WA,98011,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WVWKR7AU4J,King,Seattle,WA,98112,2018,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125
3FMTK1SS2P,King,Sammamish,WA,98074,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JM3KJDHA3S,Clark,Camas,WA,98607,2025,MAZDA,CX-70,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26
5YJSA1E69M,King,Redmond,WA,98052,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
YV4BR0PMXJ,King,Seatac,WA,98188,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19
KNDCE3LG1M,Cowlitz,Kelso,WA,98626,2021,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1GYKPVRLXR,King,Bellevue,WA,98005,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
KMHM24AC8R,King,Covington,WA,98042,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
JA4T5VA99P,King,Redmond,WA,98052,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38
ZACPDFDW3R,Pierce,Tacoma,WA,98444,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32
1N4AZ1BV2R,King,Bellevue,WA,98004,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WAUEJBFW7P,King,Sammamish,WA,98075,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA132BFZ5R,Snohomish,Bothell,WA,98012,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WP0AC2Y10M,Clark,Camas,WA,98607,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192
W1KCG2DBXP,King,Seattle,WA,98107,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1V2CMPE84P,King,Seattle,WA,98144,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJXCDE29H,Jefferson,Port Townsend,WA,98368,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200
1GYKPRRL7R,King,Bellevue,WA,98005,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
3FMTK4SX4P,King,Seattle,WA,98119,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
VCF1EBU29P,King,Shoreline,WA,98177,2023,FISKER,OCEAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
W1KEG2CB0R,King,Kirkland,WA,98034,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
1G1RA6E48C,King,Bellevue,WA,98004,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35
1N4BZ1CV0M,King,Sammamish,WA,98075,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
WA14AAGE2R,King,Redmond,WA,98052,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
SADHD2S10K,King,Seattle,WA,98199,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234
WMEEJ9AA4E,King,Seattle,WA,98116,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58
1C4RJYB61R,King,Seattle,WA,98112,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25
KNDC5DLE1P,Clark,Camas,WA,98607,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0
5YJXCBE24G,Clark,Vancouver,WA,98661,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200
